10-digit PSGC,Name,Correspondence Code,Geographic Level,Old names,City Class,"Income
Classification","Urban / Rural
(based on 2020 CPH)",2015 Population,,2020 Population,
1130700165,Barangay 32-D ,112402165,Bgy,,,,U,1985,,1644,
1130700166,Barangay 33-D ,112402166,Bgy,,,,U,2033,,1827,
1130700167,Barangay 34-D ,112402167,Bgy,,,,U,1682,,1074,
1130700168,Barangay 35-D ,112402168,Bgy,,,,U,578,,409,
1130700169,Barangay 36-D ,112402169,Bgy,,,,U,1581,,1220,
1130700170,Barangay 37-D ,112402170,Bgy,,,,U,6740,,5771,
1130700171,Barangay 38-D ,112402171,Bgy,,,,U,1505,,1289,
1130700172,Barangay 39-D ,112402172,Bgy,,,,U,5143,,4253,
1130700173,Barangay 40-D ,112402173,Bgy,,,,U,2437,,2159,
1130700174,Angalan,112402174,Bgy,,,,R,2475,,2741,
1130700175,Baganihan,112402175,Bgy,,,,R,1295,,1507,
1130700176,Bago Aplaya,112402176,Bgy,,,,U,15918,,18930,
1130700177,Bantol,112402177,Bgy,,,,R,2324,,2334,
1130700178,Buda,112402178,Bgy,,,,R,1885,,2135,
1130700179,Centro,112402179,Bgy,San Juan,,,U,15586,,16336,
1130700180,Datu Salumay,112402180,Bgy,,,,R,2232,,1100,
1130700181,Gov. Paciano Bangoy,112402181,Bgy,,,,U,8816,,7601,
1130700182,Gov. Vicente Duterte,112402182,Bgy,,,,U,8904,,7968,
1130700183,Gumitan,112402183,Bgy,,,,R,1756,,2100,
1130700184,Inayangan,112402184,Bgy,,,,U,4832,,5003,
1130700185,"Kap. Tomas Monteverde, Sr.",112402185,Bgy,,,,U,5716,,5258,
1130700186,Lapu-lapu,112402186,Bgy,,,,U,11738,,13205,
1130700187,"Leon Garcia, Sr.",112402187,Bgy,,,,U,13652,,12952,
1130700188,Magsaysay,112402188,Bgy,,,,R,2425,,3122,
1130700189,Megkawayan,112402189,Bgy,,,,R,3015,,3007,
1130700190,Rafael Castillo,112402190,Bgy,,,,U,5783,,5943,
1130700191,Saloy,112402191,Bgy,,,,R,2112,,2190,
1130700192,San Antonio,112402192,Bgy,,,,U,10306,,12190,
1130700193,Santo Niño,112402193,Bgy,,,,U,20103,,20934,
1130700194,Ubalde,112402194,Bgy,,,,U,2966,,2417,
1130700195,Waan,112402195,Bgy,,,,R,3925,,4500,
1130700196,Wilfredo Aquino,112402196,Bgy,,,,U,9903,,8064,
1130700197,Alfonso Angliongto Sr.,112402197,Bgy,,,,U,13539,,14962,
1130700198,Vicente Hizon Sr.,112402198,Bgy,,,,U,11265,,11219,
1102403000,City of Digos ,112403000,City,,CC,2nd,,169393,,188376,
1102403001,Aplaya,112403001,Bgy,,,,U,18485,,19234,
1102403002,Balabag,112403002,Bgy,,,,R,1377,,1434,
1102403003,San Jose,112403003,Bgy,Balutakay,,,U,6564,,7009,
1102403004,Binaton,112403004,Bgy,,,,R,2599,,2645,
1102403005,Cogon,112403005,Bgy,,,,U,7998,,9650,
1102403006,Colorado,112403006,Bgy,,,,R,2732,,3301,
1102403007,Dawis,112403007,Bgy,,,,U,4959,,5814,
1102403008,Dulangan,112403008,Bgy,,,,R,1714,,1900,
1102403009,Goma,112403009,Bgy,,,,R,4093,,4358,
1102403010,Igpit,112403010,Bgy,,,,U,3502,,3713,
1102403011,Kiagot,112403011,Bgy,,,,U,5309,,6182,
1102403012,Lungag,112403012,Bgy,,,,R,652,,652,
1102403013,Mahayahay,112403013,Bgy,,,,R,898,,1105,
1102403014,Matti,112403014,Bgy,,,,U,6016,,6460,
1102403019,Kapatagan,112403019,Bgy,Rizal,,,U,11982,,15070,
1102403020,Ruparan,112403020,Bgy,,,,R,3662,,4278,
1102403021,San Agustin,112403021,Bgy,,,,U,2784,,3530,
1102403022,San Miguel,112403022,Bgy,Odaca,,,U,15422,,17312,
1102403023,San Roque,112403023,Bgy,,,,R,1172,,1659,
1102403024,Sinawilan,112403024,Bgy,,,,U,5792,,5820,
1102403025,Soong,112403025,Bgy,,,,R,1378,,1602,
1102403026,Tiguman,112403026,Bgy,,,,U,2398,,3095,
1102403027,Tres De Mayo,112403027,Bgy,,,,U,16595,,19978,
1102403028,Zone 1 ,112403028,Bgy,,,,U,15023,,16942,
1102403029,Zone 2 ,112403029,Bgy,,,,U,8402,,7565,
1102403030,Zone 3 ,112403030,Bgy,,,,U,17885,,18068,
1102404000,Hagonoy,112404000,Mun,,,2nd,,53309,,56919,
1102404002,Balutakay,112404002,Bgy,,,,R,3359,,3138,
1102404005,Clib,112404005,Bgy,,,,R,682,,817,
1102404006,Guihing Aplaya,112404006,Bgy,,,,U,3110,,3164,
1102404007,Guihing,112404007,Bgy,,,,U,10845,,11439,
1102404008,Hagonoy Crossing,112404008,Bgy,,,,R,3155,,3452,
1102404009,Kibuaya,112404009,Bgy,,,,U,1787,,1998,
1102404010,La Union,112404010,Bgy,,,,R,687,,754,
1102404011,Lanuro,112404011,Bgy,,,,R,1188,,1226,
1102404012,Lapulabao,112404012,Bgy,,,,R,1900,,1990,
1102404013,Leling,112404013,Bgy,,,,R,2721,,3178,
1102404014,Mahayahay,112404014,Bgy,,,,R,1882,,1989,
1102404017,Malabang Damsite,112404017,Bgy,,,,R,1014,,1142,
1102404018,Maliit Digos,112404018,Bgy,,,,R,940,,1022,
1102404019,New Quezon,112404019,Bgy,,,,R,954,,990,
1102404020,Paligue,112404020,Bgy,,,,R,2713,,3236,
1102404021,Poblacion,112404021,Bgy,,,,R,4437,,4487,
1102404022,Sacub,112404022,Bgy,,,,R,2721,,3032,
1102404023,San Guillermo,112404023,Bgy,,,,R,1063,,1107,
1102404024,San Isidro,112404024,Bgy,,,,R,1593,,1777,
1102404025,Sinayawan,112404025,Bgy,,,,U,4847,,5080,
1102404026,Tologan,112404026,Bgy,,,,R,1711,,1901,
1102406000,Kiblawan,112406000,Mun,,,2nd,,48897,,49381,
1102406001,Abnate,112406001,Bgy,,,,R,408,,648,
1102406002,Bagong Negros,112406002,Bgy,,,,R,1585,,1387,
1102406003,Bagong Silang,112406003,Bgy,,,,R,362,,389,
1102406004,Bagumbayan,112406004,Bgy,,,,R,1557,,1585,
1102406005,Balasiao,112406005,Bgy,,,,R,3353,,2912,
1102406007,Bonifacio,112406007,Bgy,,,,R,1553,,1443,
1102406008,Bunot,112406008,Bgy,,,,R,1378,,1268,
1102406009,Cogon-Bacaca,112406009,Bgy,,,,R,2268,,2328,
1102406010,Dapok,112406010,Bgy,,,,R,908,,942,
1102406011,Ihan,112406011,Bgy,,,,R,2825,,2643,
1102406012,Kibongbong,112406012,Bgy,,,,R,261,,268,
1102406013,Kimlawis,112406013,Bgy,,,,U,6140,,6805,
1102406015,Kisulan,112406015,Bgy,,,,R,1596,,1528,
1102406016,Lati-an,112406016,Bgy,,,,R,1279,,1320,
1102406017,Manual,112406017,Bgy,,,,R,1128,,1302,
1102406018,Maraga-a,112406018,Bgy,,,,R,1016,,932,
1102406019,Molopolo,112406019,Bgy,,,,R,1130,,1179,
1102406020,New Sibonga,112406020,Bgy,,,,R,1230,,1318,
1102406021,Panaglib,112406021,Bgy,,,,R,2014,,2679,
1102406022,Pasig,112406022,Bgy,,,,R,992,,1033,
1102406023,Poblacion,112406023,Bgy,,,,U,5180,,5379,
1102406024,Pocaleel,112406024,Bgy,,,,R,586,,651,
1102406025,San Isidro,112406025,Bgy,,,,R,750,,788,
1102406026,San Jose,112406026,Bgy,,,,R,1780,,1588,
1102406027,San Pedro,112406027,Bgy,,,,R,1154,,1138,
1102406028,Santo Niño,112406028,Bgy,,,,R,1015,,1122,
1102406029,Tacub,112406029,Bgy,,,,R,2460,,2065,
1102406030,Tacul,112406030,Bgy,,,,R,638,,415,
1102406031,Waterfall,112406031,Bgy,,,,R,769,,625,
1102406032,Bulol-Salo,112406032,Bgy,,,,R,1582,,1701,
1102407000,Magsaysay,112407000,Mun,,,3rd,,53876,,56263,
1102407001,Bacungan,112407001,Bgy,,,,R,2475,,2921,
1102407002,Balnate,112407002,Bgy,,,,R,1422,,1411,
1102407003,Barayong,112407003,Bgy,,,,U,5724,,5955,
1102407004,Blocon,112407004,Bgy,,,,R,1717,,1890,
1102407005,Dalawinon,112407005,Bgy,,,,R,2608,,3095,
1102407006,Dalumay,112407006,Bgy,,,,R,945,,1047,
1102407007,Glamang,112407007,Bgy,,,,R,1514,,1602,
1102407008,Kanapulo,112407008,Bgy,,,,R,1764,,1841,
1102407009,Kasuga,112407009,Bgy,,,,R,2110,,2069,
1102407010,Lower Bala,112407010,Bgy,,,,R,3531,,3592,
1102407011,Mabini,112407011,Bgy,,,,R,1598,,1961,
1102407012,Malawanit,112407012,Bgy,,,,R,1724,,2007,
1102407013,Malongon,112407013,Bgy,,,,R,814,,675,
1102407014,New Ilocos,112407014,Bgy,,,,R,1522,,1406,
1102407015,Poblacion,112407015,Bgy,,,,U,7695,,7731,
1102407016,San Isidro,112407016,Bgy,,,,R,4096,,4152,
1102407017,San Miguel,112407017,Bgy,,,,R,1638,,1734,
1102407018,Tacul,112407018,Bgy,,,,R,3711,,3358,
1102407019,Tagaytay,112407019,Bgy,,,,R,1452,,1626,
1102407020,Upper Bala,112407020,Bgy,,,,R,2740,,2906,
1102407021,Maibo,112407021,Bgy,,,,R,1437,,1591,
1102407022,New Opon,112407022,Bgy,,,,R,1639,,1693,
1102408000,Malalag,112408000,Mun,,,2nd,,38731,,40158,
1102408002,Baybay,112408002,Bgy,,,,R,4113,,4359,
1102408004,Bolton,112408004,Bgy,,,,R,2626,,2610,
1102408005,Bulacan,112408005,Bgy,,,,R,4833,,4923,
1102408006,Caputian,112408006,Bgy,,,,R,1889,,1978,
1102408007,Ibo,112408007,Bgy,,,,R,1812,,1707,
1102408009,Kiblagon,112408009,Bgy,,,,R,1439,,1584,
1102408010,Lapu-Lapu,112408010,Bgy,Lapla,,,R,572,,494,
1102408011,Mabini,112408011,Bgy,,,,R,1921,,2051,
1102408014,New Baclayon,112408014,Bgy,,,,R,3892,,4118,
1102408015,Pitu,112408015,Bgy,,,,R,2000,,1984,
1102408016,Poblacion,112408016,Bgy,,,,U,6208,,6476,
1102408018,Tagansule,112408018,Bgy,,,,R,2060,,2062,
1102408019,Bagumbayan,112408019,Bgy,,,,R,2773,,2783,
1102408020,Rizal,112408020,Bgy,Parame,,,R,1288,,1426,
1102408021,San Isidro,112408021,Bgy,,,,R,1305,,1603,
1102410000,Matanao,112410000,Mun,,,2nd,,56755,,60493,
1102410001,Asbang,112410001,Bgy,,,,R,1058,,1244,
1102410002,Asinan,112410002,Bgy,,,,R,610,,885,
1102410003,Bagumbayan,112410003,Bgy,,,,R,507,,627,
1102410004,Bangkal,112410004,Bgy,,,,R,2990,,3298,
1102410005,Buas,112410005,Bgy,,,,R,932,,1027,
1102410006,Buri,112410006,Bgy,,,,R,2500,,2602,
1102410007,Camanchiles,112410007,Bgy,,,,R,2054,,1829,
1102410008,Ceboza,112410008,Bgy,,,,R,710,,760,
1102410009,Colonsabak,112410009,Bgy,,,,R,1554,,1810,
1102410010,Dongan-Pekong,112410010,Bgy,,,,R,1781,,1873,
1102410012,Kabasagan,112410012,Bgy,,,,R,2192,,2022,
1102410013,Kapok,112410013,Bgy,,,,R,1242,,1259,
1102410014,Kauswagan,112410014,Bgy,,,,R,1651,,1668,
1102410015,Kibao,112410015,Bgy,,,,R,671,,797,
1102410016,La Suerte,112410016,Bgy,,,,R,1702,,1858,
1102410017,Langa-an,112410017,Bgy,,,,R,723,,765,
1102410019,Lower Marber,112410019,Bgy,,,,R,1314,,1476,
1102410021,Cabligan,112410021,Bgy,Managa,,,R,1705,,1624,
1102410022,Manga,112410022,Bgy,,,,R,3596,,3910,
1102410023,New Katipunan,112410023,Bgy,,,,R,2097,,2247,
1102410024,New Murcia,112410024,Bgy,,,,R,1391,,1340,
1102410025,New Visayas,112410025,Bgy,,,,R,2461,,2283,
1102410026,Poblacion,112410026,Bgy,,,,U,6154,,6034,
1102410027,Saboy,112410027,Bgy,,,,R,1906,,2201,
1102410028,San Jose,112410028,Bgy,,,,R,1262,,1318,
1102410029,San Miguel,112410029,Bgy,,,,R,767,,1210,
1102410030,San Vicente,112410030,Bgy,,,,R,774,,800,
1102410031,Saub,112410031,Bgy,,,,R,528,,595,
1102410032,Sinaragan,112410032,Bgy,,,,R,1909,,2343,
1102410033,Sinawilan,112410033,Bgy,,,,R,4369,,4940,
1102410034,Tamlangon,112410034,Bgy,,,,R,907,,961,
1102410035,Towak,112410035,Bgy,,,,R,1871,,2058,
1102410036,Tibongbong,112410036,Bgy,,,,R,867,,829,
1102411000,Padada,112411000,Mun,,,3rd,,26587,,29878,
1102411001,Almendras ,112411001,Bgy,,,,U,3845,,3773,
1102411002,"Don Sergio Osmeña, Sr.",112411002,Bgy,,,,R,606,,725,
1102411003,Harada Butai,112411003,Bgy,,,,R,2128,,2595,
1102411004,Lower Katipunan,112411004,Bgy,,,,R,902,,668,
1102411005,Lower Limonzo,112411005,Bgy,,,,R,1143,,1707,
1102411006,Lower Malinao,112411006,Bgy,,,,R,1154,,1474,
1102411007,N C Ordaneza District ,112411007,Bgy,,,,U,2042,,2160,
1102411008,Northern Paligue,112411008,Bgy,,,,R,1627,,1850,
1102411009,Palili,112411009,Bgy,,,,R,1104,,1318,
1102411010,Piape,112411010,Bgy,,,,R,1512,,1453,
1102411011,Punta Piape,112411011,Bgy,,,,R,1141,,1390,
1102411012,Quirino District ,112411012,Bgy,,,,R,1656,,1700,
1102411013,San Isidro,112411013,Bgy,,,,R,1533,,1914,
1102411014,Southern Paligue,112411014,Bgy,,,,U,1613,,1821,
1102411015,Tulogan,112411015,Bgy,,,,R,1023,,1056,
1102411016,Upper Limonzo,112411016,Bgy,,,,U,2413,,2958,
1102411017,Upper Malinao,112411017,Bgy,,,,R,1145,,1316,
1102412000,Santa Cruz,112412000,Mun,,,1st,,90987,,101125,
1102412001,Astorga,112412001,Bgy,,,,U,12041,,12263,
1102412002,Bato,112412002,Bgy,,,,U,6965,,7902,
1102412003,Coronon,112412003,Bgy,,,,U,8979,,9766,
1102412004,Darong,112412004,Bgy,,,,U,4576,,5328,
1102412005,Inawayan,112412005,Bgy,,,,U,6309,,8598,
1102412006,Jose Rizal,112412006,Bgy,,,,R,1480,,1261,
1102412009,Matutungan,112412009,Bgy,,,,R,868,,1070,
1102412010,Melilia,112412010,Bgy,,,,R,810,,880,
1102412011,Zone I ,112412011,Bgy,,,,U,8216,,9024,
1102412013,Saliducon,112412013,Bgy,,,,R,847,,879,
1102412014,Sibulan,112412014,Bgy,,,,U,5832,,6370,
1102412015,Sinoron,112412015,Bgy,,,,R,1383,,1535,
1102412016,Tagabuli,112412016,Bgy,,,,R,2556,,2895,
1102412017,Tibolo,112412017,Bgy,,,,R,1314,,1377,
1102412018,Tuban,112412018,Bgy,,,,U,6110,,6789,
1102412019,Zone II ,112412019,Bgy,,,,U,5004,,6089,
1102412020,Zone III ,112412020,Bgy,,,,U,11148,,12123,
1102412021,Zone IV ,112412021,Bgy,,,,U,6549,,6976,
1102414000,Sulop,112414000,Mun,,,3rd,,33613,,35151,
1102414001,Balasinon,112414001,Bgy,,,,R,711,,787,
1102414002,Buguis,112414002,Bgy,,,,R,738,,772,
1102414003,Carre,112414003,Bgy,,,,R,382,,366,
1102414004,Clib,112414004,Bgy,,,,R,421,,456,
1102414005,Harada Butai,112414005,Bgy,,,,R,984,,1178,
1102414006,Katipunan,112414006,Bgy,,,,R,924,,936,
1102414007,Kiblagon,112414007,Bgy,,,,R,2386,,2186,
1102414008,Labon,112414008,Bgy,,,,R,1301,,1232,
1102414009,Laperas,112414009,Bgy,,,,R,831,,736,
1102414010,Lapla,112414010,Bgy,,,,R,199,,218,
1102414011,Litos,112414011,Bgy,,,,R,714,,704,
1102414012,Luparan,112414012,Bgy,,,,R,1394,,1442,
1102414013,Mckinley,112414013,Bgy,,,,R,1694,,1853,
1102414014,New Cebu,112414014,Bgy,,,,R,1030,,1081,
1102414015,Osmeña,112414015,Bgy,,,,R,572,,609,
1102414016,Palili,112414016,Bgy,,,,R,1874,,2004,
1102414017,Parame,112414017,Bgy,,,,R,723,,771,
1102414018,Poblacion,112414018,Bgy,,,,U,7274,,8025,
1102414020,Roxas,112414020,Bgy,,,,R,675,,733,
1102414021,Solongvale,112414021,Bgy,,,,R,1156,,1139,
1102414022,Tagolilong,112414022,Bgy,,,,R,771,,797,
1102414023,Tala-o,112414023,Bgy,,,,R,1704,,1725,
1102414024,Talas,112414024,Bgy,,,,R,1930,,2041,
1102414025,Tanwalang,112414025,Bgy,,,,R,1704,,1687,
1102414026,Waterfall,112414026,Bgy,,,,R,1521,,1673,
1102500000,Davao Oriental,112500000,Prov,,,1st,,558958,,576343,
1102501000,Baganga,112501000,Mun,,,1st,,56241,,58714,
1102501001,Baculin,112501001,Bgy,,,,R,3588,,3922,
1102501002,Banao,112501002,Bgy,,,,R,1647,,1874,
1102501003,Batawan,112501003,Bgy,,,,R,744,,717,
1102501004,Batiano,112501004,Bgy,,,,R,2831,,2819,
1102501005,Binondo,112501005,Bgy,,,,R,3232,,3862,
1102501006,Bobonao,112501006,Bgy,,,,R,1076,,920,
1102501007,Campawan,112501007,Bgy,,,,R,2043,,2114,
1102501008,Central ,112501008,Bgy,,,,U,4832,,4627,
1102501009,Dapnan,112501009,Bgy,,,,R,3061,,3288,
1102501010,Kinablangan,112501010,Bgy,,,,U,5487,,6080,
1102501011,Lambajon,112501011,Bgy,,,,U,7661,,7635,
1102501012,Mahanub,112501012,Bgy,,,,R,4017,,4462,
1102501013,Mikit,112501013,Bgy,,,,R,960,,1136,
1102501014,Salingcomot,112501014,Bgy,,,,R,2652,,3013,
1102501015,San Isidro,112501015,Bgy,,,,R,2107,,2135,
1102501016,San Victor,112501016,Bgy,,,,R,1461,,1425,
1102501017,Lucod,112501017,Bgy,,,,U,5182,,5087,
1102501018,Saoquegue,112501018,Bgy,,,,R,3660,,3598,
1102502000,Banaybanay,112502000,Mun,,,2nd,,41117,,44451,
1102502001,Cabangcalan,112502001,Bgy,,,,R,1610,,1721,
1102502002,Caganganan,112502002,Bgy,,,,R,2120,,2330,
1102502003,Calubihan,112502003,Bgy,,,,R,3899,,4170,
1102502004,Causwagan,112502004,Bgy,,,,R,724,,812,
1102502005,Punta Linao,112502005,Bgy,,,,R,2958,,3325,
1102502006,Mahayag,112502006,Bgy,,,,R,1005,,1252,
1102502007,Maputi,112502007,Bgy,,,,R,4017,,4102,
1102502008,Mogbongcogon,112502008,Bgy,,,,R,2850,,3259,
1102502009,Panikian,112502009,Bgy,,,,R,2790,,3183,
1102502010,Pintatagan,112502010,Bgy,,,,R,2577,,2687,
1102502011,Piso Proper,112502011,Bgy,,,,R,2725,,2982,
1102502012,Poblacion,112502012,Bgy,,,,U,8958,,9193,
1102502013,San Vicente,112502013,Bgy,,,,U,2738,,2994,
1102502014,Rang-ay,112502014,Bgy,,,,R,2146,,2441,
1102503000,Boston,112503000,Mun,,,3rd,,13535,,14618,
1102503001,Cabasagan,112503001,Bgy,,,,R,1693,,1937,
1102503002,Caatihan,112503002,Bgy,,,,R,1194,,1616,
1102503003,Cawayanan,112503003,Bgy,,,,R,915,,733,
1102503004,Poblacion,112503004,Bgy,,,,R,3573,,3645,
1102503005,San Jose,112503005,Bgy,,,,R,1930,,2179,
1102503006,Sibajay,112503006,Bgy,,,,R,1569,,1645,
1102503007,Carmen,112503007,Bgy,,,,R,1632,,1697,
1102503008,Simulao,112503008,Bgy,,,,R,1029,,1166,
1102504000,Caraga,112504000,Mun,,,1st,,40379,,39704,
1102504001,Alvar,112504001,Bgy,,,,R,776,,688,
1102504002,Caningag,112504002,Bgy,,,,R,1145,,1148,
1102504004,Don Leon Balante,112504004,Bgy,,,,R,925,,1034,
1102504005,Lamiawan,112504005,Bgy,,,,R,1625,,1482,
1102504006,Manorigao,112504006,Bgy,,,,R,1837,,1661,
1102504007,Mercedes,112504007,Bgy,,,,R,1243,,1190,
1102504008,Palma Gil,112504008,Bgy,,,,R,1904,,1887,
1102504009,Pichon,112504009,Bgy,,,,R,6095,,4946,
1102504010,Poblacion,112504010,Bgy,,,,U,5647,,5484,
1102504011,San Antonio,112504011,Bgy,,,,R,2247,,2333,
1102504012,San Jose,112504012,Bgy,,,,R,1554,,1598,
1102504013,San Luis,112504013,Bgy,,,,R,2457,,2491,
1102504014,San Miguel,112504014,Bgy,,,,R,1004,,1138,
1102504015,San Pedro,112504015,Bgy,,,,R,2791,,2880,
1102504016,Santa Fe,112504016,Bgy,,,,R,1722,,2028,
1102504017,Santiago,112504017,Bgy,,,,R,2812,,2659,
1102504018,Sobrecarey,112504018,Bgy,,,,U,4595,,5057,
1102505000,Cateel,112505000,Mun,,,2nd,,40704,,44207,
1102505001,Abijod,112505001,Bgy,,,,R,2024,,2086,
1102505002,Alegria,112505002,Bgy,,,,R,1761,,1849,
1102505003,Aliwagwag,112505003,Bgy,,,,R,1407,,1340,
1102505004,Aragon,112505004,Bgy,,,,R,2007,,2200,
1102505005,Baybay,112505005,Bgy,,,,R,871,,887,
1102505009,Maglahus,112505009,Bgy,,,,R,1567,,1449,
1102505010,Mainit,112505010,Bgy,,,,R,1993,,2069,
1102505011,Malibago,112505011,Bgy,,,,R,2029,,2649,
1102505012,San Alfonso,112505012,Bgy,,,,R,3838,,3979,
1102505013,San Antonio,112505013,Bgy,,,,R,3530,,4262,
1102505014,San Miguel,112505014,Bgy,,,,R,1067,,993,
1102505015,San Rafael,112505015,Bgy,,,,R,2876,,3106,
1102505016,San Vicente,112505016,Bgy,,,,R,800,,896,
1102505017,Santa Filomena,112505017,Bgy,,,,R,1478,,1516,
1102505018,Taytayan,112505018,Bgy,,,,U,4783,,5862,
1102505019,Poblacion,112505019,Bgy,,,,U,8673,,9064,
1102506000,Governor Generoso,112506000,Mun,,,2nd,,55109,,59891,
1102506001,Anitap,112506001,Bgy,,,,R,1290,,1405,
1102506002,Manuel Roxas,112506002,Bgy,,,,R,2420,,2665,
1102506003,Don Aurelio Chicote,112506003,Bgy,,,,R,2453,,2810,
1102506004,Lavigan,112506004,Bgy,,,,R,2668,,2661,
1102506005,Luzon,112506005,Bgy,,,,R,3128,,3045,
1102506006,Magdug,112506006,Bgy,,,,R,2307,,2414,
1102506007,Monserrat,112506007,Bgy,,,,R,1833,,2004,
1102506008,Nangan,112506008,Bgy,,,,U,4419,,5168,
1102506009,Oregon,112506009,Bgy,,,,R,1126,,1186,
1102506010,Poblacion,112506010,Bgy,,,,U,4792,,5692,
1102506011,Pundaguitan,112506011,Bgy,,,,R,2470,,2485,
1102506012,Sergio Osmeña,112506012,Bgy,,,,R,1904,,1973,
1102506013,Surop,112506013,Bgy,,,,R,2435,,2656,
1102506014,Tagabebe,112506014,Bgy,,,,R,2226,,2150,
1102506015,Tamban,112506015,Bgy,,,,R,1483,,1650,
1102506016,Tandang Sora,112506016,Bgy,,,,R,1399,,1557,
1102506017,Tibanban,112506017,Bgy,,,,U,9392,,10016,
1102506018,Tiblawan,112506018,Bgy,,,,R,4182,,4538,
1102506019,Upper Tibanban,112506019,Bgy,,,,R,1454,,1493,
1102506020,Crispin Dela Cruz,112506020,Bgy,,,,U,1728,,2323,
1102507000,Lupon,112507000,Mun,,,1st,,65785,,66979,
1102507001,Bagumbayan,112507001,Bgy,,,,U,5342,,5764,
1102507003,Cabadiangan,112507003,Bgy,,,,R,1350,,1415,
1102507006,Calapagan,112507006,Bgy,,,,R,4713,,3442,
1102507008,Cocornon,112507008,Bgy,,,,R,1961,,2210,
1102507009,Corporacion,112507009,Bgy,,,,R,2996,,3342,
1102507010,Don Mariano Marcos,112507010,Bgy,,,,R,4141,,3632,
1102507011,Ilangay,112507011,Bgy,,,,U,5257,,5903,
1102507013,Langka,112507013,Bgy,,,,R,1781,,1960,
1102507014,Lantawan,112507014,Bgy,,,,R,447,,396,
1102507015,Limbahan,112507015,Bgy,,,,U,1672,,2049,
1102507016,Macangao,112507016,Bgy,,,,R,2237,,2285,
1102507017,Magsaysay,112507017,Bgy,,,,R,735,,903,
1102507019,Mahayahay,112507019,Bgy,,,,R,938,,1042,
